sep=,
"Date","Open(QUSD1MFSR=X)","High(QUSD1MFSR=X)","Low(QUSD1MFSR=X)","Last(QUSD1MFSR=X)"
"17/7/2023","","","","5.36059"
"14/7/2023","","","","5.34442"
"13/7/2023","","","","5.33612"
"12/7/2023","","","","5.3167"
"11/7/2023","","","","5.31091"
"10/7/2023","","","","5.30834"
"7/7/2023","","","","5.29149"
"6/7/2023","","","","5.27927"
"5/7/2023","","","","5.25981"
"4/7/2023","","","","5.25688"
"3/7/2023","","","","5.25688"
"30/6/2023","","","","5.21771"
"29/6/2023","","","","5.205"
"28/6/2023","","","","5.193"
"27/6/2023","","","","5.19171"
"26/6/2023","","","","5.17786"
"23/6/2023","","","","5.14843"
"22/6/2023","","","","5.15043"
"21/6/2023","","","","5.14757"
"20/6/2023","","","","5.15414"
"19/6/2023","","","","5.16271"
"16/6/2023","","","","5.15657"
"15/6/2023","","","","5.14629"
"14/6/2023","","","","5.15814"
"13/6/2023","","","","5.19329"
"12/6/2023","","","","5.218"
"9/6/2023","","","","5.21929"
"8/6/2023","","","","5.22243"
"7/6/2023","","","","5.18171"
"6/6/2023","","","","5.20114"
"5/6/2023","","","","5.19057"
"2/6/2023","","","","5.18857"
"1/6/2023","","","","5.163"
"31/5/2023","","","","5.193"
"30/5/2023","","","","5.17043"
"26/5/2023","","","","5.15371"
"25/5/2023","","","","5.16"
"24/5/2023","","","","5.14086"
"23/5/2023","","","","5.138"
"22/5/2023","","","","5.12686"
"19/5/2023","","","","5.13971"
"18/5/2023","","","","5.14843"
"17/5/2023","","","","5.13243"
"16/5/2023","","","","5.11129"
"15/5/2023","","","","5.10771"
"12/5/2023","","","","5.10543"
"11/5/2023","","","","5.10743"
"10/5/2023","","","","5.108"
"9/5/2023","","","","5.10571"
"5/5/2023","","","","5.10443"
"4/5/2023","","","","5.09871"
"3/5/2023","","","","5.08157"
"2/5/2023","","","","5.09386"
"28/4/2023","","","","5.06214"
"27/4/2023","","","","5.03414"
"26/4/2023","","","","5.02457"
"25/4/2023","","","","5.01771"
"24/4/2023","","","","5.01614"
"21/4/2023","","","","5.02043"
"20/4/2023","","","","5.01"
"19/4/2023","","","","4.98229"
"18/4/2023","","","","4.95271"
"17/4/2023","","","","4.95129"
"14/4/2023","","","","4.95943"
"13/4/2023","","","","4.94771"
"12/4/2023","","","","4.94571"
"11/4/2023","","","","4.93729"
"6/4/2023","","","","4.90029"
"5/4/2023","","","","4.89014"
"4/4/2023","","","","4.87114"
"3/4/2023","","","","4.85771"
"31/3/2023","","","","4.85771"
"30/3/2023","","","","4.84757"
"29/3/2023","","","","4.84029"
"28/3/2023","","","","4.85871"
"27/3/2023","","","","4.85229"
"24/3/2023","","","","4.83057"
"23/3/2023","","","","4.84529"
"22/3/2023","","","","4.797"
"21/3/2023","","","","4.77929"
"20/3/2023","","","","4.75229"
"17/3/2023","","","","4.77771"
"16/3/2023","","","","4.76143"
"15/3/2023","","","","4.70857"
"14/3/2023","","","","4.72771"
"13/3/2023","","","","4.68443"
"10/3/2023","","","","4.79857"
"9/3/2023","","","","4.806"
"8/3/2023","","","","4.75971"
"7/3/2023","","","","4.719"
"6/3/2023","","","","4.71129"
"3/3/2023","","","","4.70914"
"2/3/2023","","","","4.70143"
"1/3/2023","","","","4.673"
"28/2/2023","","","","4.66943"
"27/2/2023","","","","4.662"
"24/2/2023","","","","4.63486"
"23/2/2023","","","","4.617"
"22/2/2023","","","","4.60429"
"21/2/2023","","","","4.592"
"20/2/2023","","","","4.59271"
"17/2/2023","","","","4.59129"
"16/2/2023","","","","4.59786"
"15/2/2023","","","","4.60143"
"14/2/2023","","","","4.59"
