"Date","Open(QUSD3MFSR=X)","High(QUSD3MFSR=X)","Low(QUSD3MFSR=X)","Last(QUSD3MFSR=X)"
"15/10/2020","","","","0.21775"
"14/10/2020","","","","0.23013"
"13/10/2020","","","","0.23688"
"12/10/2020","","","","0.22888"
"9/10/2020","","","","0.22413"
"8/10/2020","","","","0.2205"
"7/10/2020","","","","0.2295"
"6/10/2020","","","","0.22975"
"5/10/2020","","","","0.22025"
"2/10/2020","","","","0.2335"
"1/10/2020","","","","0.234"
"30/9/2020","","","","0.23388"
"29/9/2020","","","","0.22513"
"28/9/2020","","","","0.22038"
"25/9/2020","","","","0.21788"
"24/9/2020","","","","0.23325"
"23/9/2020","","","","0.225"
"22/9/2020","","","","0.2225"
"21/9/2020","","","","0.22325"
"18/9/2020","","","","0.22538"
"17/9/2020","","","","0.22738"
"16/9/2020","","","","0.23325"
"15/9/2020","","","","0.24613"
"14/9/2020","","","","0.23725"
"11/9/2020","","","","0.25038"
"10/9/2020","","","","0.24913"
"9/9/2020","","","","0.25025"
"8/9/2020","","","","0.2495"
"7/9/2020","","","","0.24175"
"4/9/2020","","","","0.248"
